B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,EVI,GNDVI,NDMI,NDVI,VH,VV,Year,Field,Type
0.248773545026779,0.334692865610123,0.681945383548737,0.592401564121246,1.1695830821991,2.89047265052795,3.43941354751587,3.49246644973755,3.63052940368652,4.36981534957886,1.21850311756134,1.98126375675201,1.28858006000519,9.90850639343262,6.47918033599854,9.90850639343262,6.79864501953125,-140.660614013672,-88.8402481079102,2018,ARRA 15 CR,sum
0.146007865667343,0.168418064713478,0.289154887199402,0.300184547901154,0.49843829870224,0.997201323509216,1.15902972221375,1.19214332103729,1.24101066589355,1.40987277030945,0.289609313011169,0.856998383998871,0.627308785915375,3.80230093002319,2.15556979179382,3.80230093002319,2.07105588912964,-156.873596191406,-95.4717483520508,2019,ARRA 15 CR,sum
0.144320115447044,0.173048168420792,0.396330714225769,0.305796533823013,0.697028338909149,1.95835912227631,2.39018630981445,2.44862461090088,2.54572582244873,2.76859593391418,0.383418202400208,1.21461617946625,0.702980220317841,6.14629459381104,4.35333824157715,6.14629459381104,4.67333459854126,-268.613189697266,-167.381164550781,2020,ARRA 15 CR,sum
0.309434145689011,0.326154500246048,0.75164806842804,0.528412759304047,1.38703882694244,3.77793860435486,4.46107769012451,4.53721189498901,4.68453502655029,5.29530668258667,1.24370145797729,2.29539942741394,1.34817719459534,11.5097579956055,7.98275136947632,11.5097579956055,8.74475765228271,-129.043182373047,-73.9029235839844,2018,CRIMSON 04,sum
0.301043808460236,0.304914057254791,0.515565872192383,0.529484212398529,0.950587630271912,1.92164981365204,2.21946477890015,2.30296063423157,2.42151975631714,2.99593806266785,1.00396716594696,1.80977916717529,1.25523495674133,7.48724269866943,4.52301120758057,7.48724269866943,4.39675331115723,-152.306823730469,-88.6580200195312,2019,CRIMSON 04,sum
0.0968734100461006,0.100264728069305,0.171902492642403,0.178523257374763,0.320974111557007,0.629962205886841,0.720794796943665,0.756451725959778,0.784576773643494,1.12445068359375,3.73485994338989,0.593092978000641,0.409855544567108,2.55081748962402,1.57265293598175,2.55081748962402,1.53727567195892,-253.034286499023,-151.457901000977,2020,CRIMSON 04,sum
0.197108596563339,0.245817840099335,0.618667364120483,0.401689976453781,1.14227271080017,3.37478399276733,4.03280973434448,4.1008095741272,4.23901319503784,4.99004650115967,0.390444934368134,1.96265482902527,1.08212387561798,9.96819972991943,7.13690137863159,9.96819972991943,7.85859394073486,-128.389343261719,-74.1253814697266,2018,CRIMSON 99-00,sum
0.212037518620491,0.27212855219841,0.478448182344437,0.495300978422165,0.887057602405548,1.86248958110809,2.18049454689026,2.26172566413879,2.38290762901306,2.94113945960999,0.989719450473785,1.77501952648163,1.21766138076782,7.33090257644653,4.49372053146362,7.33090257644653,4.32176828384399,-152.746307373047,-89.5950317382812,2019,CRIMSON 99-00,sum
0.111358731985092,0.142710313200951,0.239319711923599,0.255127847194672,0.436572968959808,0.887537777423859,1.03733217716217,1.08775675296783,1.13075232505798,1.61599481105804,6.69987106323242,0.82841283082962,0.570111751556396,3.5167031288147,2.15071296691895,3.5167031288147,2.06079268455505,-256.428527832031,-153.071807861328,2020,CRIMSON 99-00,sum
0.293984532356262,0.378426015377045,0.702823579311371,0.70638519525528,1.29271328449249,2.93784427642822,3.53385019302368,3.6202085018158,3.81634259223938,4.73535251617432,0.718506395816803,2.41364526748657,1.61178529262543,11.1505661010742,7.2945728302002,11.1505661010742,7.22484159469604,-134.888702392578,-80.8022155761719,2018,INIAGRAPE ONE 14,sum
0.278400659561157,0.357521563768387,0.558119416236877,0.667413294315338,1.00288248062134,1.78640115261078,2.09166431427002,2.1947968006134,2.32211518287659,2.76514077186584,0.530286312103271,1.96056091785431,1.44804799556732,8.07227039337158,4.62664222717285,8.07227039337158,4.12594413757324,-167.757904052734,-102.516357421875,2019,INIAGRAPE ONE 14,sum
0.142139449715614,0.172345876693726,0.382484138011932,0.334846764802933,0.719755172729492,2.00052404403687,2.49534201622009,2.59069609642029,2.6599395275116,2.86807250976562,1.25931453704834,1.33206272125244,0.81576943397522,6.80534839630127,4.9369740486145,6.80534839630127,5.10282707214355,-271.222778320312,-169.448135375977,2020,INIAGRAPE ONE 14,sum
0.486935913562775,0.676584601402283,1.00175058841705,1.21564126014709,1.68078112602234,2.69916343688965,3.0543315410614,3.10295963287354,3.29442071914673,4.27274942398071,1.33070349693298,2.80215716362,2.20135831832886,11.8922700881958,6.05661153793335,11.8922700881958,5.17393398284912,-149.392715454102,-98.6188278198242,2018,INIAGRAPE ONE 15,sum
0.127076983451843,0.191562786698341,0.355727195739746,0.351352542638779,0.638958930969238,1.52795279026031,1.84157729148865,1.87589848041534,1.95676100254059,2.28153800964355,0.202203825116158,1.13043582439423,0.766952335834503,5.90241956710815,3.82765531539917,5.90241956710815,3.81597232818604,-152.642120361328,-90.4899749755859,2019,INIAGRAPE ONE 15,sum
0.124583140015602,0.223626852035522,0.510826587677002,0.427267521619797,0.951544284820557,2.7787618637085,3.4795069694519,3.56517958641052,3.70132350921631,4.26013422012329,0.995295464992523,1.76574289798737,1.03655326366425,9.4141206741333,6.94062423706055,9.4141206741333,7.2636137008667,-255.738830566406,-157.602401733398,2020,INIAGRAPE ONE 15,sum
0.173353940248489,0.256118714809418,0.590825140476227,0.464465856552124,1.04456007480621,2.8727970123291,3.49978733062744,3.57919716835022,3.71729111671448,4.45762062072754,1.7241622209549,1.94029605388641,1.19194149971008,8.89871406555176,6.098792552948,8.89871406555176,6.4515061378479,-141.129211425781,-86.4178161621094,2018,SABLE 14,sum
0.394908457994461,0.5018031001091,0.562451183795929,0.563662171363831,0.662355542182922,0.935035467147827,1.03837108612061,1.06524062156677,1.1146332025528,1.32342839241028,0.371177405118942,0.909661293029785,0.611603856086731,3.35190463066101,1.05084776878357,3.35190463066101,0.977946698665619,-163.296737670898,-99.6772842407227,2019,SABLE 14,sum
0.278932958841324,0.396703898906708,0.444816648960114,0.436415523290634,0.504592478275299,0.765037775039673,0.867993950843811,0.884683966636658,0.911136984825134,1.02402877807617,0.774563252925873,0.55279940366745,0.331265568733215,2.27588987350464,0.732030928134918,2.27588987350464,0.745215237140656,-264.086822509766,-160.014221191406,2020,SABLE 14,sum
